suers,3.509170336599289,2.5359043325777155,3.1275565335188915,3.0935102527271465,2.1216818661178185,5.431359201698104,5.113750116645972,5.490648956347444,4.563021231586006
suete,3.4133951899722987,2.5907225720970466,3.31638301454254,2.9985370657679558,2.1310501826550228,5.37827407947511,5.329010282102754,5.58721961030684,4.50169157334822
suets,3.3692441220265663,2.6697982483407894,3.268886748658658,3.062126569236051,2.1210636080527676,5.438056871587119,5.363765169401622,5.564337731759266,4.530042657376636
suety,3.4071108511991177,2.6393400916267855,3.295644451516294,3.0863897754369853,2.0632063726485392,5.402691625919122,5.34685211213404,5.592171164976042,4.4521916787212215
sugan,3.252545423428556,2.5543575197220405,3.2737504316382418,3.0987614743423975,2.4317838358464106,5.187449239292459,5.1329846010031055,5.61683741321591,4.799497302767234
sughs,3.246310997607863,2.778253944455805,3.496347422963919,3.465336875138517,2.4643463904930814,5.448416196469431,5.71122998694312,6.200864585716899,5.24113788857709
sugos,3.4293397220109676,2.51701938038177,3.4085534169505074,3.3491001214688048,2.4014661074400983,5.370762752696604,5.354286116520026,5.983808656755404,5.085960412167596
suhur,3.3876919404290637,2.7204531835447265,3.5471618895813743,3.4716766085676154,2.489763055075888,5.531302218977135,5.694267046443673,6.310150884138271,5.261551932678561
suids,3.443919236362769,2.6144179517126696,3.2777632393525216,3.2650448274760087,2.2784515475758336,5.452269546272408,5.379069292574491,5.801350714123746,4.887515926171715
suint,3.3619204975489834,2.482198768787982,3.093955202053307,3.0890300758264675,2.269138115557787,5.231213641497195,5.051177368333996,5.459756827900025,4.635791888795005
suits,3.435176044834556,2.5944881693181343,3.2166592639963403,3.132953755172549,2.3005467643709516,5.41103206515698,5.2836333560566695,5.614848648862206,4.768086108145992
sujee,3.506209163988442,2.5564221290194937,3.5613966439433753,3.1420975923390966,2.2836296218144323,5.480004733583187,5.489299913188941,5.979942839121972,4.829730142284321
sukhs,3.5027303560740473,2.7489980532767486,3.615825112700596,3.4561265862518957,2.3809066554936975,5.673020057761049,5.826957078749911,6.31413201893977,5.1787509080644005
sukuk,3.5867102378164013,2.9415100278295405,3.749457422019089,3.5517461654473417,2.7092658272670933,5.97460730953368,6.171448819853487,6.64266333458871,5.554309494838872
sulci,3.2026178543231807,2.55836606615048,3.2362594319874503,3.3263968925704512,2.537734883553475,5.1405415246440676,5.177181351857013,5.756793077979794,5.095251409670622
sulfa,3.2082801887697276,2.448058913665787,3.29637558075959,3.404265588244696,2.436399539097755,5.047348790574539,5.129285023797973,5.8604091054396115,5.04213106145388
sulfo,3.293893140503009,2.465282525245965,3.266137291009721,3.4525380168064257,2.603033075951914,5.157679887989871,5.191419434184397,5.9516275794688305,5.231998416962231
sulks,3.4078534025631484,2.8337668837521277,3.2985607493108033,3.3509238227782605,2.3794795155851833,5.629420109094808,5.5798158997152765,5.912103139267141,5.054542757353487
sulph,3.1881560041063053,2.6277086942079038,3.4182815017991204,3.392166447436195,2.5484631258865007,5.214452474153452,5.486273712846368,6.045310531387848,5.161832605082354
sulus,3.5483655153204317,2.8565661390962296,3.3907481037785985,3.5055295687387114,2.515723448338427,5.80829717965515,5.722596830038302,6.199162185927412,5.325008669014025
sumis,3.413527054969681,2.7277193597735487,3.3145114140672822,3.2223861154263425,2.3926524852464817,5.508335358505833,5.3885583408868625,5.810198450328572,4.982898940034252
summa,3.288391669602561,2.6248347487616073,3.5039585591638747,3.47727937317219,2.5717024025037563,5.3184789836882524,5.494581733983528,6.186060863061581,5.28238950714791
sumos,3.415195773506153,2.485017826078787,3.360252310638914,3.308527261055481,2.391454814660904,5.288266904229183,5.268742271984951,5.898755607395902,5.036025374456151
sumph,3.1123225706119113,2.726257982358485,3.5549390751018013,3.4426221427172945,2.61834831613337,5.234048815406004,5.702929746744211,6.2417145615485605,5.299322975782397
